codigo_municipio,internet_access_rate,labor_force_participation_rate,pct_afro_colombian,pct_age_18_29,pct_age_30_54,pct_age_55_plus,pct_female,pct_indigenous,pct_rural_disperso,pct_school_attendance,persons_per_household,poblacion_afrocolombiana,poblacion_indigena,poblacion_rural_dispersa,poblacion_total,rooms_per_household,years_schooling_promedio
05212,0.5869659509867707,0.563151357246728,0.00887825416127303,0.23513420509291122,0.4770474879559532,0.2878183069511356,0.5151087226558925,0.000679925208227095,0.1736555132781548,0.2615993754182467,3.0293063629847894,679.0,52.0,13281.0,76479.0,2.1840917262594384,4.1651500099344325
05234,0.0879968619246862,0.46683997689196993,0.00510630805123916,0.28165972543575507,0.46552521980564554,0.2528150547585994,0.49174626931372983,0.2089624510278646,0.5785535061847955,0.3399095562291905,3.4654645476772616,116.0,4747.0,13143.0,22717.0,1.8257217045975256,3.7722140402552773
05237,0.2793670115642118,0.5692204862561617,0.0045045045045045045,0.25129718180893273,0.4801098789296978,0.2685929392613694,0.5380771396396397,0.0,0.20199887387387389,0.2587338715762469,3.0012714558169105,64.0,0.0,2870.0,14208.0,2.1980491942324005,3.32500353957242
05240,0.07515423443634324,0.44848621780388614,0.004546333913716386,0.15731964191679831,0.43430753027909424,0.40837282780410744,0.4887792609789127,0.0001934610176049526,0.7025536854323854,0.21623555873632552,2.696708463949843,47.0,2.0,7263.0,10338.0,1.8664750457277242,3.4473504440324
05250,0.11191229921444483,0.4894176309585106,0.0464086310398388,0.28534923339011925,0.49670394785571437,0.21794681875416635,0.49937030351370637,0.018471096931279123,0.17931656941354268,0.3338756158780329,3.622504952003657,2211.0,880.0,8543.0,47642.0,1.9070589138950764,3.4308268608071786
05264,0.2559508574353724,0.5344592754017978,0.0035147392290249433,0.2527653954102691,0.5083374607891695,0.23889714380056135,0.5002267573696145,0.0007936507936507937,0.42029478458049885,0.2599606492867683,3.136477313326188,31.0,7.0,3707.0,8820.0,2.156127188281529,3.3678016453382082
05266,0.7784225441964888,0.5787480138455695,0.006524287200440601,0.1937079044814415,0.4659357961337726,0.34035629938478584,0.5388985911117178,0.0004660205143171858,0.03752641959733945,0.23869315435706562,2.84069608185407,1386.0,99.0,7972.0,212437.0,2.306403302841415,5.226763578671713
05282,0.11575035523007979,0.5034199726402189,0.008355508249068654,0.17846197705081604,0.44715273323355426,0.3743852897156297,0.4989356040447046,0.0007982969664715274,0.5294837679616817,0.21770886004831733,2.8085106382978724,157.0,15.0,9949.0,18790.0,1.9727218225419665,3.4072289156626505
05284,0.11719693918646798,0.4674832680894052,0.005159753919428458,0.24916970433373836,0.46099635479951395,0.2898339408667477,0.49518753720976383,0.1891248263544354,0.5267910299662631,0.287663634346572,3.3726312258930067,104.0,3812.0,10618.0,20156.0,1.8814839684404903,3.644788618706488
05306,0.018502581755593803,0.5107540173053152,0.002966185485465691,0.2348165965123271,0.4783523752254961,0.28683102826217677,0.484872454024125,0.0,0.5797903895590271,0.2661238482965502,3.001186943620178,15.0,0.0,2932.0,5057.0,1.8759643916913946,3.050857598723574
05308,0.45722417545621963,0.541205293877453,0.060658578856152515,0.2382577826324413,0.48246859639541234,0.27927362097214636,0.5085125904781324,0.0009379141604648792,0.29067183199102864,0.2461927260740578,3.1484619395203337,2975.0,46.0,14256.0,49045.0,2.2285064935064933,3.933079378152991
05310,0.15393208221626453,0.4832835396215678,0.008014571948998178,0.17719180382935842,0.46372186765199863,0.3590863285186429,0.4961748633879781,0.00012143290831815422,0.41687917425622345,0.24246734773050563,2.7455700434637245,66.0,1.0,3433.0,8235.0,1.9899665551839465,3.270835883000857
05313,0.0640024976584452,0.5009581166164796,0.017709691438505,0.2204515272244356,0.44687915006640105,0.33266932270916333,0.5040199913081269,0.012711864406779662,0.40004345936549324,0.25484333891413535,2.829950799507995,163.0,117.0,3682.0,9204.0,1.7652713178294575,2.9516093474426808
05315,0.11339244050396641,0.45598243688254664,0.005319148936170213,0.2321140398063475,0.4787520172135557,0.2891339429800968,0.48991195891415995,0.000917094644167278,0.5409024211298606,0.2628896294844148,2.9375,29.0,5.0,2949.0,5452.0,1.8622559652928417,3.39219674556213
05318,0.272890654559213,0.5411847474321092,0.004470588235294118,0.23540294763248668,0.46842270304170586,0.29617434932580744,0.5043529411764706,0.0009411764705882353,0.5677882352941176,0.2370372244856644,3.185359199757502,190.0,40.0,24131.0,42500.0,2.16317547055252,3.8017087931648272
05321,0.32735669654985056,0.527027027027027,0.004120488775220233,0.2265139751552795,0.4625388198757764,0.3109472049689441,0.5137823245240125,0.0005683432793407218,0.19281045751633988,0.24242890084550345,2.834345889023896,29.0,4.0,1357.0,7038.0,2.2348178137651824,3.8447778418926717
05347,0.06850363566781477,0.4731048286214661,0.004459545551072415,0.17766934557979333,0.4394374282433984,0.38289322617680827,0.4767466553408367,0.0012741558717349756,0.4157995328095137,0.21755725190839695,2.8180730101735487,21.0,6.0,1958.0,4709.0,1.8695391980849791,3.3914902715415867
05353,0.1488701816570669,0.5569955038349643,0.00787878787878788,0.21018015441807264,0.4443808979124964,0.34543894766943095,0.5022222222222222,0.0022222222222222222,0.3327272727272727,0.24584143443508316,2.8846153846153846,39.0,11.0,1647.0,4950.0,1.9031505250875145,3.5764370158988994
05360,0.6339664136480586,0.5858448238369333,0.008119028450776966,0.24436839476378167,0.47625453124768186,0.2793770739885365,0.5230241672109732,0.0012113985387267783,0.015721598590372608,0.24070670058959345,3.0650683727633847,2138.0,319.0,4140.0,263332.0,2.2609958945523414,4.14708515355149
05361,0.091672218520986,0.4605010952902519,0.0052976791120080725,0.26152536187811704,0.5246928597494223,0.21378177837246076,0.3893373696602758,0.020055499495459133,0.6386646485031954,0.29417670682730923,3.2735179268725596,126.0,477.0,15190.0,23784.0,1.9426491477272727,3.6318293822754693
05364,0.14014466546112117,0.5117688389249956,0.00494793589838269,0.20894607843137256,0.440359477124183,0.3506944444444444,0.49988922531570784,0.10981463702828446,0.44671737685547597,0.2151378683732322,3.0069289226642826,67.0,1487.0,6049.0,13541.0,2.1122767857142857,3.4019302152932442
05368,0.17591155934833205,0.49251353934374004,0.0021320067513547125,0.17654730851316103,0.44237609675124495,0.381076594735594,0.5043084303100294,0.00017766722927955937,0.3558674602469574,0.21337426844478558,2.8743169398907105,24.0,2.0,4006.0,11257.0,2.0646585302518825,3.567346572019049
05376,0.4764189007441944,0.5636511429647694,0.003418314080759775,0.23620717204227443,0.4751991599899564,0.2885936679677692,0.5149193412588826,0.00028626275553160675,0.10931869464183477,0.2411171647329267,3.2410960414599184,203.0,17.0,6492.0,59386.0,2.301169590643275,3.8864856599157265
05380,0.6022115111993195,0.6039949761712231,0.005391788571176029,0.23773059519665854,0.49450825695169587,0.26776114785164556,0.5163889748235884,0.00019151161591608845,0.09314830364903287,0.24129754339372095,3.0458223474861352,366.0,13.0,6323.0,67881.0,2.2466420798615854,4.251690469467521
05390,0.18307643913180247,0.5773522316043426,0.0109104589917231,0.27123483226266953,0.493576017130621,0.2351891506067095,0.4983697015299724,0.001128668171557562,0.06232756458490093,0.22190898107128473,2.987635818658674,87.0,9.0,497.0,7974.0,1.821388367729831,3.4949981005445108
05400,0.2293504410585405,0.565042492917847,0.0023592854735422987,0.25050017247326667,0.47947568126940326,0.2700241462573301,0.5029611440127113,9.62973662670326e-05,0.3594299195916992,0.2454051255500906,3.339452495974235,49.0,2.0,7465.0,20769.0,2.1285322137897627,3.2637592376507194
05411,0.08842405514618493,0.43949468085106386,0.004288597376387487,0.18180150431113556,0.47000550357732523,0.34819299211153915,0.4851160443995964,0.00012613521695257316,0.4895307769929364,0.2679173977594817,3.053323029366306,34.0,1.0,3881.0,7928.0,1.8932714617169373,3.2628833184883574
05425,0.09101382488479262,0.5143854980874771,0.007126216253254762,0.2170117742590337,0.46345919610231423,0.31952902963865204,0.5002055639303824,0.001096340962039194,0.4574482664108538,0.26566193853427894,2.85512920908379,52.0,8.0,3338.0,7297.0,1.918559122944401,3.309556595979069
05440,0.37407085626025677,0.5489017190484459,0.0032953105196451204,0.25881147540983607,0.4858606557377049,0.255327868852459,0.5072243346007604,0.0007242440702516748,0.2608002896976281,0.24551716064076798,2.9914414170413304,182.0,40.0,14404.0,55230.0,2.122843190450353,3.598805675779324
05467,0.04015020219526285,0.44975024975024974,0.0022105084169358954,0.17009345794392525,0.44299065420560746,0.38691588785046727,0.48869239925182795,0.001190273762965482,0.6905288216289747,0.20703971119133574,2.86598440545809,13.0,7.0,4061.0,5881.0,1.8839024390243901,3.155036094877965
05475,0.04375497215592681,0.3948443885570575,0.519388194743645,0.33026255181943803,0.4956241363426992,0.17411331183786274,0.4911676001723395,0.4146919431279621,0.5234812580784145,0.3874249934776937,4.015570934256055,2411.0,1925.0,2430.0,4642.0,2.1161347517730498,3.432495344506518
05480,0.06828588492932511,0.48454688318491357,0.09415404140556834,0.29193071398394593,0.5000704126179412,0.20799887339811293,0.4921075592924566,0.16776394066788292,0.4030300626635996,0.3318282425852147,3.400431732325958,1187.0,2115.0,5081.0,12607.0,1.824086603518268,3.594449346274164
05483,0.042210101968223855,0.4787527193618564,0.0031384400790421944,0.1903580290677065,0.4542715349166962,0.3553704360155973,0.4868069278158782,0.0002324770428920144,0.61222829245612,0.241474078700812,3.008747375787264,27.0,2.0,5267.0,8603.0,1.956567425569177,3.1331381733021075
05490,0.08422653534183082,0.42012034345209925,0.4778240499739719,0.2740685751403517,0.4967289936435763,0.229202431216072,0.5030192608016658,0.03891202498698595,0.46114003123373243,0.367680422733408,3.3169299835966504,18358.0,1495.0,17717.0,38420.0,1.8032659409020217,3.3909323984930935
05495,0.04928536224741252,0.48778387687008934,0.12370148757583313,0.27021260943132497,0.4927536231884058,0.23703376738026927,0.4860383944153578,0.003864372974320618,0.28658688606332583,0.334771829951336,3.279203056768559,2977.0,93.0,6897.0,24066.0,1.7622167622167622,3.2615102057853655
05501,0.05931656995486783,0.4666666666666667,0.011769032732622288,0.19015191199580933,0.4531168150864327,0.35673127291775797,0.49025376976829715,0.0003677822728944465,0.5902905479955867,0.2531545741324921,2.7688391038696536,32.0,1.0,1605.0,2719.0,1.6860346585117227,3.3733730011156564
05541,0.12874337987481946,0.519163763066202,0.004053303720155469,0.22407249632096662,0.4578266594376888,0.3181008442413446,0.5133814547473626,0.0007218212104386452,0.3889505830094392,0.2198644793152639,2.9405228758169937,73.0,13.0,7005.0,18010.0,1.9269369074861065,3.2229601518026567
05543,0.04751203852327448,0.5004394445420988,0.008106219426974143,0.2523069997749269,0.4737789781679046,0.2739140220571686,0.47044025157232705,0.0,0.6493361285814117,0.26918354818907303,3.340037418147802,58.0,0.0,4646.0,7155.0,1.8105163429654192,3.5726568005637773
05576,0.118190822053483,0.45412078745412077,0.004026659261316301,0.19559559559559558,0.45285285285285287,0.35155155155155154,0.49888919744515414,0.023188003332407666,0.47139683421271866,0.24406175771971497,3.043956043956044,29.0,167.0,3395.0,7202.0,2.037791932059448,3.288733379986004
05579,0.25251711639146196,0.5475560978916684,0.039401103230890466,0.24373431087380962,0.4917719249312667,0.2644937641949237,0.4991983913480612,0.001603217303877612,0.0888291079046765,0.2672294241784745,2.8235247712212055,1450.0,59.0,3269.0,36801.0,1.7960277427490543,3.655889786962198
05585,0.13924489089019743,0.4991914291489792,0.029767288874270208,0.18501086169442432,0.5089307265266715,0.3060584117789042,0.4945316996957487,0.0016446015952635473,0.1864155908231231,0.2599947047921631,2.7523831139355424,362.0,20.0,2267.0,12161.0,1.7535803591725392,3.5315785117126066
05591,0.18231314964527306,0.5646437994722955,0.009169520051070745,0.29897610921501705,0.5091296928327645,0.19189419795221843,0.4491904126284023,0.0004642794962567466,0.22830944228425512,0.2598104598104598,2.970847717683161,158.0,8.0,3934.0,17231.0,1.7829501915708812,3.3831797503790972
05604,0.13084965993300174,0.5035315561631352,0.005326231691078562,0.2871783845767935,0.5048376693184261,0.20798394610478033,0.5004882379050155,0.004260985352862849,0.32254771415889927,0.3185401459854015,3.1099295677392624,120.0,96.0,7267.0,22530.0,1.900027616680475,3.331213613972235
05607,0.3874026751846676,0.5728775567385822,0.00285024154589372,0.2019695044472681,0.4781448538754765,0.3198856416772554,0.509903381642512,9.66183574879227e-05,0.36342995169082126,0.2179921907110563,2.9340941512125536,59.0,2.0,7523.0,20700.0,2.1690924657534247,4.167859054849856
05615,0.5149006971209537,0.5568506526878405,0.006151202749140893,0.24042616429273647,0.4796177324584467,0.27995610324881687,0.5101202749140894,0.0004123711340206186,0.2804639175257732,0.24708497337346608,2.894284562270047,716.0,48.0,32646.0,116400.0,2.2032316795630407,4.202241218553665
05628,0.030954030954030955,0.44992399932443844,0.013915485765351718,0.2646762154528949,0.46661287068791607,0.26871091385918905,0.47619047619047616,0.0005106600280863015,0.5328737393080557,0.27206602322003076,3.213903743315508,109.0,4.0,4174.0,7833.0,1.7182229535170712,3.1305301173739197
05631,0.7342889279843106,0.6220135803504065,0.006980696113549397,0.22566405474346637,0.5036887687302387,0.2706471765262949,0.5343227746738878,0.000550142425761336,0.045600694401995184,0.25439931327792736,2.7582361885453626,571.0,45.0,3730.0,81797.0,2.1552778155141965,5.14829994304252
05642,0.0982411662177151,0.5056994036385597,0.006209605880116588,0.2263554356923649,0.46935738863572957,0.3042871756719055,0.4931567608668103,0.0004435432771511849,0.5271828665568369,0.22876349562028928,2.959360301034807,98.0,7.0,8320.0,15782.0,2.05759457933371,3.489299363057325
05647,0.09356313753077734,0.4742493537482601,0.007148530579825258,0.25406758448060074,0.4658322903629537,0.28010012515644556,0.48737092930897535,0.00015885623510722796,0.5741064336775218,0.23072925688550147,3.188956433637285,45.0,1.0,3614.0,6295.0,1.9532994923857867,3.057458386683739
05649,0.10665325116337568,0.47770865733540696,0.0032458563535911603,0.2060194568301581,0.4590595865423591,0.3349209566274828,0.49205801104972374,0.0006906077348066298,0.4102209944751381,0.2461136023916293,2.697635135135135,47.0,10.0,5940.0,14480.0,1.8876362269823375,3.3732197710136833
05652,0.07605939876856212,0.4541003671970624,0.006150978564771668,0.23223164668031587,0.43521497513892954,0.3325533781807546,0.4995340167753961,0.0001863932898415657,0.41919850885368126,0.2693272043460092,2.872937293729373,33.0,1.0,2249.0,5365.0,1.6967032967032967,3.4028116213683224
05656,0.1310520567892246,0.5205608356074151,0.0027359781121751026,0.228733055822393,0.48201515636674136,0.28925178781086563,0.5057759537923696,0.0006839945280437756,0.5053959568323454,0.23522718036251322,3.0706102408230067,36.0,9.0,6650.0,13158.0,1.9075158042612972,3.5716800612323
05658,0.17211155378486057,0.48980441115272577,0.009485094850948509,0.26526202052944353,0.4959481361426256,0.23878984332793085,0.5176151761517616,0.0,0.28387533875338755,0.3264932209600586,3.0590673575129532,28.0,0.0,838.0,2952.0,2.1182572614107884,3.19106529209622
05659,0.03179723502304147,0.3968868995924911,0.5128551420568227,0.25868899693859176,0.5074734377813794,0.2338375652800288,0.5046018407362945,0.01055422168867547,0.5330132052821128,0.3593871003429583,3.4439276485788115,10253.0,211.0,10656.0,19992.0,1.8383873190902826,3.4060468631897205
05660,0.12348090277777778,0.4961430967020682,0.004586330935251798,0.2375946173254836,0.487524530417718,0.2748808522567984,0.50431654676259,0.00017985611510791367,0.34217625899280574,0.2718503937007874,3.0005406866720734,51.0,2.0,3805.0,11120.0,2.024864864864865,3.277918323093603
05664,0.26351265420323033,0.4978047709644373,0.003329633740288568,0.254444350829893,0.49928384868143905,0.24627180048866795,0.5173199369122028,0.0002920731351130323,0.36941410129096325,0.2742322760015165,3.2412873738335555,57.0,5.0,6324.0,17119.0,2.270455845889758,3.650654249675822
05665,0.06977236633139228,0.4056267958999871,0.010679070986339962,0.2531196273085242,0.5008041705950862,0.24607620209638956,0.48543911946801194,0.01873751105578668,0.5593081534379402,0.33577723201386883,3.5650420965255543,326.0,572.0,17074.0,30527.0,1.8387135058153334,3.389638659120592
05667,0.12100663050030139,0.48971549404075354,0.004531722054380665,0.21355701654953524,0.45443210156427116,0.3320108818861936,0.504293210367308,0.0,0.42486881857211,0.242390560875513,2.8435235507246377,57.0,0.0,5344.0,12578.0,1.964884458541006,3.4585034013605442
05670,0.10123055491061063,0.4934937047197018,0.003091276978417266,0.2189545190953525,0.47129483887001905,0.30975064203462843,0.4941546762589928,5.6205035971223025e-05,0.45216951438848924,0.24516362321460858,2.8730980899967626,55.0,1.0,8045.0,17792.0,1.8524218370322372,3.3000963118236926
05674,0.07219917012448132,0.5027613540380742,0.0014957620076450058,0.22960418455773285,0.4723241470840815,0.29807166835818566,0.4834635200265913,0.0,0.7025095562572711,0.2229689544427263,3.084190672153635,27.0,0.0,12681.0,18051.0,1.9332761578044597,3.2116788321167884
